id	speaker	scene	tokenized_text	tokenized_emotions	avg_primary_emotion	avg_secondary_emotion	avg_polarity	avg_introspection	avg_temper	avg_attitude	avg_sensitivity	words
52	KARL	1	['madame', '!']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						2
55	KARL	1	"[',', 'look', 'round', 'funny_story', ',', 'is', ""n't"", 'it', '?', 'More', 'like', 'a', 'debris', 'shop_class', '.']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'disgust', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.194			-0.504	0.891	15
59	KARL	1	"[',', 'R.', 'carbon', '.', 'well', ',', 'it', 'induce', 'dark', 'very', 'early_on', 'now', ':', 'in', 'three', 'quarter', 'of', 'an', 'hour', 'we', 'wo', ""n't"", 'be', 'able', 'to', 'understand', 'any', 'more', '.']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'bliss'}, {'primary_emotion': 'terror', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'acceptance', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'bliss'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.396	0.95	0.727	0.086	-0.866	29
61	KARL	1	"[',', 'look', 'at', 'hello', 'watch', 'Lashkar-e-Taiba', ""'s"", 'say', 'four', ""o'clock"", '.']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.893				0.893	11
63	KARL	1	['Ohio', ',', 'some', 'model', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.891			0.808	0.973	5
67	KARL	1	"[',', 'travel', 'L.', 'carbon', '.', 'I', 'shall', 'do', 'my', 'good', '.', 'sentence', 'to', 'marry', '!', 'well', ',', 'I', ""'m"", 'prepared', 'to', 'touch', 'my', 'doom', '.']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'terror', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.572	0.927		0.398	0.294	25
70	KARL	1	"['I', 'hope', 'so', '.', 'She', ""'s"", 'a', 'charming', 'girlfriend', '.']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'joy', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.727	0.766		0.713		10
72	KARL	1	['I', 'know', '—', 'I', 'know', '.', 'I', 'shall', 'adore', 'her', '.', 'But', 'I', 'have', 'till', 'this', 'evening', ',', 'you', 'know', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'delight', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.869			0.914	0.825	21
74	KARL	1	"[',', 'shake', 'Herman', ""'S"", 'hand', 'Are', ""n't"", 'you', 'afraid', 'to', 'leave', 'your', 'wife', '?']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'annoyance', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'fear', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.335		-0.228		-0.441	14
78	KARL	1	['What', 'is', 'it', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						4
80	KARL	1	[',', 'tenderly', 'Are', 'you', 'frighten', '?', 'tell', 'me', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'anxiety', 'secondary_emotion': 'dislike'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.531			0.339	0.515	9
82	KARL	1	['What', 'do', 'you', 'mean', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						5
84	KARL	1	"['Do', ""n't"", 'be', 'nervous', '—', 'every', 'woman', 'I', 'paint', 'issue_forth', 'here', '.']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'joy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.077	-0.128		-0.027		12
86	KARL	1	['No', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						2
88	KARL	1	['I', 'think', 'I', 'did', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						5
90	KARL	1	"['You', 'do', ""n't"", 'very', 'think', 'he', ""'s"", 'jealous', '?']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'sadness', 'secondary_emotion': 'anger'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.659	-0.66	-0.66	-0.659	-0.659	9
92	KARL	1	"['Now', 'we', 'can', 'talk', 'thing', 'over', '.', 'I', ""'ve"", 'desire', 'to', 'for', 'a', 'retentive', 'time', '.']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'terror', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'calmness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.131		0.632	-0.079	-0.98	16
94	KARL	1	['last', 'Thursday', ',', 'when', 'we', 'address', 'about', 'my', 'paint', 'your', 'portrait', ',', 'you', 'seem', 'obstruct', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'joy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.081	-0.121		-0.04		16
96	KARL	1	"['Do', ""n't"", 'be', 'afraid', 'of', 'me', '.', 'If', 'I', 'were', 'not', 'I', ',', 'your', 'fear', 'might', 'be', 'justify', ';', 'but', 'as', 'it', 'is', ',', 'surely', 'we', 'can', 'hope', 'ourselves', 'to', 'spill', 'thing', 'over', 'softly', '.', 'To', 'think', 'that', 'seven', 'year', 'ago', 'I', 'was', 'a', 'teacher', 'in', 'Herman', ""'s"", 'class', '—', 'and', 'I', 'was', 'there', 'the', 'sidereal_day', 'your', 'engagement', 'was', 'announce', '—', 'it', 'was', 'the', 'evening', 'of', 'the', 'sidereal_day', 'we', '—']"	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'fear', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'fear', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'joy', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'calmness', 'secondary_emotion': 'pleasantness'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.13	0.256	0.58	0.114	0.143	70
