id	speaker	scene	tokenized_text	tokenized_emotions	avg_primary_emotion	avg_secondary_emotion	avg_polarity	avg_introspection	avg_temper	avg_attitude	avg_sensitivity	words
2	GREGORY	1	['No', ',', 'for', 'then', 'we', 'should', 'be', 'coal_miner', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						9
4	GREGORY	1	['Ay', ',', 'while', 'you', 'survive', ',', 'guide', 'your', 'neck', 'out', 'of', 'apprehension', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'bliss'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'anxiety', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.416	0.872	0.726		0.177	13
6	GREGORY	1	['But', 'thou', 'art', 'not', 'quickly', 'affect', 'to', 'affect', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.282	-0.339		-0.317	0.892	9
8	GREGORY	1	['To', 'move', 'is', 'to', 'touch', ',', 'and', 'to', 'be', 'valiant', 'is', 'to', 'stand', '.', 'Therefore', 'if', 'thou', 'art', 'move', 'thou', 'runn', '’', 'st', 'off', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'responsiveness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'responsiveness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.469	0.692		0.519	0.265	25
10	GREGORY	1	['That', 'show', 'thee', 'a', 'weak', 'slave', ',', 'for', 'the', 'weak', 'travel', 'to', 'the', 'wall', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'disgust', 'secondary_emotion': None}, {'primary_emotion': 'anger', 'secondary_emotion': 'disgust'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'disgust', 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.071		-0.642	-0.123	0.897	15
12	GREGORY	1	['The', 'quarrel', 'is', 'between', 'our', 'passkey', 'and', 'uranium', 'their', 'man', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'anger', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.381	0.891	-0.63	0.771	0.994	11
14	GREGORY	1	['The', 'head', 'of', 'the', 'maid', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.886				0.886	6
16	GREGORY	1	['They', 'must', 'take', 'it', 'in', 'sense', 'that', 'feel', 'it', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'delight', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.862			0.862		10
18	GREGORY	1	['’', 'titanium', 'well', 'thou', 'art', 'not', 'fish', ';', 'if', 'thousand', 'hadst', ',', 'thousand', 'hadst', 'been', 'poor-john', '.', 'drawing_card', 'thy', 'creature', '.', 'Here', 'issue_forth', 'of', 'the', 'sign_of_the_zodiac', 'of', 'Montagu', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'bliss'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'rage', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.067	0.633	-0.049	0.066		29
20	GREGORY	1	['How', '?', 'turn', 'thy', 'back', 'and', 'run', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'annoyance', 'secondary_emotion': 'flip'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'rage', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.565		-0.565			8
22	GREGORY	1	['No', ',', 'marry', '.', 'I', 'fear', 'thee', '!']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'fear', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.089	0.926		0.749	-0.66	8
24	GREGORY	1	['I', 'will', 'frown', 'as', 'I', 'pass', 'by', ',', 'and', 'let', 'them', 'take', 'it', 'as', 'they', 'list', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'melancholy', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'bliss', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.327	-0.33	0.983			17
30	GREGORY	1	['No', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						2
32	GREGORY	1	['Do', 'you', 'quarrel', ',', 'sir', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'anger', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.63		-0.63			6
37	GREGORY	1	['say', '“', 'well', '”', ';', 'here', 'issue_forth', 'one', 'of', 'my', 'master', '’', 's', 'kinsman', '.']	[{'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.837	0.856		0.693	0.943	15
26	ABRAM	1	['Do', 'you', 'bite', 'your', 'thumb', 'at', 'uranium', ',', 'sir', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'anxiety', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.283			0.771	0.339	10
28	ABRAM	1	['Do', 'you', 'bite', 'your', 'thumb', 'at', 'uranium', ',', 'sir', '?']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'anxiety', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.283			0.771	0.339	10
33	ABRAM	1	['quarrel', ',', 'sir', '?', 'No', ',', 'sir', '.']	[{'primary_emotion': 'anger', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.63		-0.63			8
35	ABRAM	1	['No', 'good', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.546			0.546		3
39	ABRAM	1	['You', 'lie_down', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						3
41	BENVOLIO	1	['part', ',', 'fritter', '!']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': 'terror'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.766	-0.857			-0.675	4
42	BENVOLIO	1	['put', 'up', 'your', 'sword', '.', 'You', 'know', 'not', 'what', 'you', 'do', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						12
45	BENVOLIO	1	['I', 'do', 'but', 'prevent', 'the', 'peace', '.', 'put', 'up', 'thy', 'sword', ',']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'joy', 'secondary_emotion': 'calmness'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	0.314	0.58	0.298	0.078		12
46	BENVOLIO	1	['Or', 'do', 'it', 'to', 'region', 'these', 'Man', 'with', 'me', '.']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing						10
83	BENVOLIO	1	['Here', 'were', 'the', 'servant', 'of', 'your', 'adversary', ',']	[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'grief', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'loathing', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'loathing'}]	ecstasy	loathing	-0.903	-0.869		-0.936		8
